"name","comment","date","rating"
NA,"Animatrix….WACKEnter the Matrix on PS2…..WACKPlayground fight…..WACKErgo, visa vi, concordantly, the architect…….WACKHighway chase……..TIGHT!!!! AS!!!!! FUCK!!!!!🤯",NA,NA
NA,"O filme também é muito bom, mas é inferior ao primeiro",NA,NA
NA,"I love a fun highway chase.",NA,NA
NA,"Realized I hadn't rated this so I gave it a rewatch.",NA,NA
NA,"The first Matrix-movie was a great blend of fairly abstract Scifi-concept and stylish action. This first sequel is more of everything except what made the first one good.",NA,NA
NA,"The Wachowskis turned the effects and the choreographed fights up to eleven but seem to have lost any ability to direct human interaction. Everything feels stilted. The script manages to be bloated and empty at the same time.",NA,NA
NA,"This is two wasted hours with a few cool and/or interesting parts in between.",NA,NA
"Nialof","Can't top the first","28 Mar 2024",3
"Ollie","Why have people been saying this sucks my whole life. I feel like I have just exited the Matrix and a truth has been revealed before me:","28 Mar 2024",4
"caiobahp","The Matrix Reloaded is good…","28 Mar 2024",5
"Michael","Clássico","28 Mar 2024",4
"sat1co","I’ll admit that I avoided watching the matrix sequels for years because the consensus was pretty negative. This was good though! I’m glad I finally watched it. Does it match the original? No it doesn’t. Unfortunately the matrix didn’t get its empire strikes back moment. It’s still good though.","28 Mar 2024",4
"célouche","It suffers from the classic sequel thing where it’s so eager to expand the scope, lore, and world building that it loses focus. There’s one too many things going on and…","",3
"lu ✩","J’ai tjrs pas compris la relation entre le boug et la meuf, y a pas de fond, juste ils se roulent des galoches qui dégoûtent un peu.Après le film est cool !","28 Mar 2024",3
"LeoLafragueta","""Nom de Dieu de putain de bordel de merde de saloperie et de connard d'enculé de ta mère""Lambert m'a fait crié avec son frenchy accent","28 Mar 2024",4
"grace","rewatching this cause monica bellucci is so mother","28 Mar 2024",4
"jaberwockyy","Réalisateur :Lilly WachowskiLana Wachowski","28 Mar 2024",2
"Stratos","Acteur principaux :Keanu ReevesLaurence FishburneCarrie-Anne Moss","15 Jul 2023",4
"yaya_ponton","Futuriste.Dans ce 2eme volet, on retrouve beaucoup d'innovations très intéressantes, une cité enterrée à protéger de l'IA, des exosquelettes en défense et des phases de combat toujours plus impressionnantes (contre tous les Smith d'un coup notamment) les unes que les autres. Néo devient de plus en plus fort et peut maintenant même jouir de ses compétences dans la vraie vie et non plus que…","28 Mar 2024",3
NA,"Is this inferior to the original? YesBut my god I eat up the combat sequences after acquiring the Keymaker every damn time",NA,NA
NA,"No. I refuse for this to be associated with the first Matrix.",NA,NA
NA,"(1 visionnage)",NA,NA
NA,"15,5/20",NA,NA
NA,"C’est un film qui fait réfléchir et qui est intéressant",NA,NA
"Micah","It's got some boring stuff but there's so much genuinely great here. I feel like I can't write too much in a review since it's unequivocally a part 1 which I wasn't expecting. But man the action the stakes and the world are all elevated beautifully from the first movie. There's some annoying basic feeling conflict with the Zion plot but when it doesn't have to focus on that it's blowing it out of the water. Despite knowing the fate…","28 Mar 2024",4
"arizona_jr","Liminal spaces obsession","27 Mar 2024",4
"crtryn","Wachowski'ler birçok kereler ""Matrix""i bir üçleme olarak tasarladıklarını söyleseler de bana çok inandırıcı gelmemişti zamanında. İlk filmle ardılları arasındaki kalite farkını düşününce hala da inandırıcı geldiğini söyleyemem. Daha başlamadan ""Reloaded"" ve ""Revolutions"" kötü filmler demeye getirmiyorum ama ilk ""Matrix"" bu filmlere nispetle üzerine çok daha fazla kafa yorulmuş ve böylelikle o mükemmel seviyesine ulaşmış bir film intibası uyanıdırıyor insanda. Öte yandan ""Reloaded"" ile ""Revolutions"" belki fikir olarak ilk filmin senaryosu yazılırken mevcut olabilirler ama tam anlamıyla üzerlerine yoğunlaşılıp kağıda dökülmeleri…","23 Dec 2021",4
"Camren","Okay this movie is actually fucking gas and people need to not sleep on it so hard.","28 Mar 2024",3
"Parker Coulombe","The first 30 minutes are kinda bumpy, hella exposition and some shoddy performances.","27 Mar 2024",4
"SDG_1899","The next 30 minutes are pretty alright, it's up and down.","27 Mar 2024",3
"Aleks_Andar","The last 80 minutes are dope as fuck. I was pumped. This shit is rad.","23 Mar 2024",4
"Kreutzer_","My biggest complaint with this whole thing is that Keanu's fighting blows. The grit he had in the last movie is gone, with the…","27 May 2021",3
"Caryn Welby-Solomon","Better than I remember from whenever I last saw it. It definitely has a few narrative choices I don't like and the reliance on CG in some of the fights is a little wonky sometimes but overall this is a super fun time. The Chateau and Highway fight especially are incredible, they contrast each other super well and really show the strength of the Wachowskis as action directors.","27 Mar 2024",4
"Jo Rempel","Someone's gotta give me that recipe for that cake.Kurosawa references, Jackie Chan combat, Kant philosophy, wtf?? is this movie fr??","24 Mar 2024",3
"rohan_kau","Matrix Reloaded ups the philosophical talk in a way that kinda breaks the pacing of the film. Depending on your mood it may be amazing to jump from fighting to philosophical monologues then to fighting again, wait, that does sound cool now. Anyway, at the time of watching it felt like it did slow the film down a bit compared to the first one which was more subtle in it’s approach.I like that bad cgi can easily be explained…","27 Mar 2024",4
"Bernie","动作戏太多了","27 Mar 2024",NA
NA,"Imagine having to be convinced to make out with Monica Bellucci??? Could never be me.",NA,NA
NA,"Otherwise top tier action, excellent tiny sunglasses but my ass was CONFUSED.",NA,NA
NA,"Kiss me as if you’re kissing her. Kiss me as if I’m about to die. Is it the same? These things aren’t meant to last. Can love leave this atomized prison this state of being. Yearning to play madlibs with the narrative/the intensity of duplication. Humanity as a virus/love as humanity/a virus as a virus. You changed me.",NA,NA
NA,"Neo liberated himself from the simulation; now he must liberate liberation from discourse. Invent a new language, or speak the old, now…",NA,NA
NA,"Packed to the brim with in-your-face cartoonish action sequences that ooze style. Seriously, some of the most electrifying choreography I’ve ever seen lies within this film — I’ve watched Neo vs all the Smith’s countless times… my goodness. Not to mention that highway chase scene is an absolute all-timer. That coupled with Monica Bellucci make it a solid sequel.",NA,NA
NA,"However, I just can't seem to latch onto it the same way I did with the first film. There is some…",NA,NA
NA,"The first one never really needed a sequel but after seeing how much sequels ruin franchises this one is pretty above average",NA,NA
"myusername2","Dude still looks like keanu Reeves but also looks nothing like him","27 Mar 2024",2
"gee","have rewatched three times in the last week alone, the sophomore slump is not a thing for the Wachowskis and the second movie still holds firm as my favorite in the trilogy. Neo and Trinity were the blueprint.","22 Mar 2024",5
"Uncoolaidman","So how can I get a piece of that orgasm cake?","27 Mar 2024",3
"Paul Gledhill","A solid sequel. They really went all out with this one. After hearing the other matrix films weren’t up to the standard of the first I was pleasantly surprised when I enjoyed this as much as I did. They did a good job with expanding the matrix universe with Zion and the architect etc. As well as some pretty entertaining fight scenes and car chases. On the downside the writing wasn’t as good with some pretty cringy one liners. But all in all a solid sequel.","27 Mar 2024",4
"akamnds","*in a room full of keys*“I am the key maker”","14 Feb 2024",2
"mar<3","meio ble sei la gente desculpa nao gosto desse","24 Mar 2024",2
"Kouts13","Bajón total, siento que perdió mucha calidad en comparación con la primera. No es terrible, pero la llevan de una manera que no me gusta nada y aparecen personajes q nada q ver","27 Mar 2024",4
"izzy","ya dejen de follar y besarse se los suplico, no aporta nada y me da ganas de matarme","25 Mar 2024",5
"Blake Ainsworth","This is super cool, stylish as hell and just funThe visual effects are really ambitious for its time but they look out of this world, so many has jaw dropping shots and I love the use of the colour green The action pieces are obviously ahead of its time and are super coolWhile I found this one to be way too action heavy still the matrix philosophies are all here and are also expanded and it’s done really well","27 Mar 2024",3
"ellacatt","Nobody in human history has looked cooler than","27 Mar 2024",3
"Gabriel Cortes","Trinity","24 Mar 2024",4
"𝕮𝖔𝖑𝖑𝖎𝖓𝖘","okay rewatch","26 Mar 2024",NA
NA,"Somehow we missed a few steps between the first Matrix and this one. Makes no sense how we went from one ship of people free of the matrix to a whole Mad Max worth of colony do people vying for the end of the matrix. They also never explain how Mr Smith is able to infinitely multiply",NA,NA
NA,"good actions scenes if you’re into that! I however was confused",NA,NA
NA,"Não tem como negar que o primeiro filme é o melhor da atual franquia, mas o segundo me dá uma nostalgia muito boa quando assisto.",NA,NA
NA,"This is Trinity’s movie. Neo’s kinda boring because he’s become Superman. The highway sequence is so sick.",NA,NA
"jasongordon00","It ends… like that?!?!?!","26 Mar 2024",3
"High on Movies","Visually and technically, The Matrix Reloaded is a remarkable achievement. However, beyond the eye-catching visuals, the film is weighed down by excessive dialogue that fails to deliver a compelling story to match its action-packed sequences.","26 Mar 2024",2
"Alfrida","I started watching this two years ago, after I had watched the first one, and idk why I thought it was so bad I didn't finish it??Not as good as the first one obviously, but not a bad second installment to the franchise. Some of the plot was ultimately just the same as the first one, but I choose to look past that and just enjoy the movie.","26 Mar 2024",4
