"name_data","comment_data","date_data","rating_data","rating"
NA,"Very much not needed. The original trilogy ended as it should. Not a bad sequel, but i feel like it leaves me more questions about what happens to the matrix in the future, than if they didn’t make the movie.",NA,NA,NA
NA,"Keanu always looks so sad someone get this man some morning sex and a motorcycle ride",NA,NA,NA
"Arnaud_SA","Complicado para quem é fã da saga. Mas vale pela revisitação aos personagens.","","★★½",2
"Monotone Duck","go ask Alice sequence is about as good as this movie gets and it's extremely perfect so that's nothing to complain about. First act is the crown jewel. Theres a lot I found i didnt love about the movie this time (much less enchanted with how it looks, tho part of that may be rewatching Revolutions and realizing it's the best looking movie ever; was also far more touch and go on a lot more of the performances, though theres…","26 Mar 2024","★½",1
"cody","Every 5/5 review for this piece a shit is cope. You cannot tell me otherwise.","28 Mar 2024","★★",2
"Hope","Gimme ten years to watch them all again and i might have a different opinion.Keanu is so bby girl tho","28 Mar 2024","★★★★",4
"Liniker Santos","Confesso que tive um certo receio de como seria esse filme porque gosto tanto do universo Matrix que me questionava se me sentiria, de fato, dentro dele, de maneira “confortável”, tal como acontece com os seus antecessores. Não demorou muito para eu perceber que não precisava me preocupar.","25 Mar 2024","★★★★",4
"Richard Haffenden","De uma maneira atualizada, mas ao mesmo tempo tão dentro do seu universo, tava tudo lá. Os diálogos regados a mensagens subliminares, as roupas, o estilo de luta e a ação que…","28 Mar 2024","★★½",2
"Kimyounhee","Much maligned by LARGE groups of its intended audience, I personally find THE MATRIX RESURRECTIONS contains MUCH to enjoy.","","★★",2
"chris","The meta commentary and lighter (often outright humorous) tone add 21st century trappings to proceedings, whilst the central love story is very romantic. The film also more successfully delivers its its philosophical musings.","28 Mar 2024","★★★",3
"crtryn","The main draw back is the action- it’s just not as spectacular as what had come before. That’s not to say it’s bad- the finale in particular is fierce, but there is a flatness to it.","25 Dec 2021","★★",2
"Potato432","Pas un mauvais film mais j'ai ressenti trop de psychanalyse derrière l'écriture de scénario et ça m'a un peu gâché le plaisir. Car ça donnait quelque chose de regardant et trop simple sur le scénario. Sinon, quel plaisir de revoir Keanu Reeves et Carrie ann Moss ensemble. Effets visuels et spéciaux très bons évidemment.","27 Mar 2024","★★★★★",5
"Gabriel Batista","It just doesn't have that spark that makes it feel like the other ones.","28 Mar 2024","★★½",2
"Obadiah","Wachowski'lerden Lana bacının sinema kariyerini keskin bir şekilde ikiye ayırmak mümkün; yola çizgi roman yazarlığı ile başlayan, video oyunlarına ve animeye meftun, kardeşiyle birlikte ""Matrix"", ""V For Vendetta"", ""Bound"" gibi cool filmlere imza atmış Larry dönemi ve ""Cloud Atlas"", ""Sense8"", ""Speed Racer"", ""Jupiter Ascending""in yönetmeni Lana dönemi. Zamanında Larry'nin büyük bir hayranı olsam da Lana'nın ortaya koyduğu işlerin büyük çoğunluğu ile bana hitap ettiğini söyleyemem. Hal böyleyken Lana'dan gelecek yeni bir ""Matrix"" filmine karşı hiç mi hiç umudum yoktu ama…","27 Mar 2024",NA,NA
NA,"Movie blows",NA,NA,NA
NA,"Sempre vi a morte da Trinity como um símbolo do processo de perda. De precisar aprender a conviver com a falta afim de enfrentar os Smiths a nossa volta. Acho q é sobre isso o q se trata o filme: Tocar a vida, apesar do q se quer de verdade.",NA,NA,NA
NA,"* A antipatia do ""Anderson"" pelo gato é como sua confusão mental tendo inveja do sublime.",NA,NA,NA
NA,"* Pq precisamos sempre ser lembrados das mesmas coisas que escolhemos não ir atrás?…",NA,NA,NA
NA,"Mickey Mouse Rage cover",NA,NA,NA
"ptsenna","É um filme meio perdido","27 Mar 2024","★★★",3
"TinkerbellColor","""It all seems wrong""","31 Dec 2021","★★★★",4
"Kira_Castillo","[...]","28 Mar 2024","★",1
"Danilo Di Caterino","""La chatte à ta grand-mère ! T'es mort, fils de pute !""","28 Mar 2024","★★★½",3
"grungegirltondo","Basura","28 Mar 2024","★",1
"Jimmy Schoels","Fan service forzato e immotivato, però c'è Keanu Reeves","28 Mar 2024","★½",1
"Sahtih Marampally","this is a disgrace how did they convince keanu reeves to do another one. for all i know, my fanfic-smut-webtoon obsessed old classmate could've written this. yawn fest, switched the movie after 10 mins. dont ever do this to keanu reeves ever again and im serious","28 Mar 2024","★",1
"giotmi","My head hurts. I cant believe they made the matrix boring.","27 Mar 2024","★★★★",4
"ladron_deplanos","Morpheus canonicaly died in a video game that i haven't played and never gonna play. So i understand thats the reason Laurence Fishburne wasn't asked back for this fourth entry into the franchise. BuT tHeN wHy Is ThErE mOrPhEuS iN tHiS mOvIe??? Why write Morpheus into the story when you're not even gonna cast the same fucking actor. Its the Matrix a computer program. You can change everyone into…","","★★",2
"brady218","""You cannot just make a whole movie and call it a cash grab. Is that supposed to be a joke? I mean, what is your problem, Wachowski? Neo is the one, dude! Why is he flying? I don't know! Everything about the movie, except for the part where you can create the Matrix and take people's most wanted things to create juice, is a good idea. But this film just nullifies Neo's contribution! Leave something when it's already perfect!","27 Mar 2024","★★½",2
"gj03dell","I…","27 Mar 2024","★★★½",3
"asef_19","ahahahhahahahahahahaahahahahhahahah they really said faaaackk u warner brothers. 8/10 #lovewins #heterosexuality #trintussy #cybebe #kujaku (where was the leather?) zero raves? zero link? fights scenes were iconic.","27 Mar 2024","★★½",2
NA,"Las dos estrellas son por el momento ese de ""It's raining men, hallelujah"", mejoraría un montón la escena con la canción de fondo pero bueno.",NA,NA,NA
NA,"I had high hopes for this movie despite it being done so much later from the original trilogy. Seeing this movie in theaters gave me nostalgia goggles and I thought it was way better than it was. There are some really fun sequences in this film, the opening when the swat team is running through the puddles and you can see their reflections was brilliant in my opinion. The sequence of Neo taking the pills while white rabbit plays was…",NA,NA,NA
NA,"A solid continuation of the story, I liked it more this time around having recently watched the trilogy.",NA,NA,NA
NA,"Zeitverschwendung.",NA,NA,NA
"Laor","actually really fun and good, which you wouldn’t expect from this kind of legacy sequel","27 Mar 2024","★★★★",4
"Olaria Ringot","Suite qui n'aurait jamais dû exister... pas ouf","27 Mar 2024","★½",1
"Redguy4","Wow I streamed this movie and I still wanted a refund… that’s two and a half hours of my life I’m never getting back. If you ever want to watch a Keanu Reeves movies just watch the original Matrix or John Wick both of which are top notch action movies!","","½",0
"Deep Ridge","I think there's some great ideas in here and I really liked Neil Patrick Harris as the villain. There's also a really great focus on Neo and Trinity's relationship here which I liked. Overall, a solid legacy sequel and my favourite Matrix sequel. 8/10","27 Mar 2024","★★★★",4
"James","Took me a few years to realise this is actually kind of a masterpiece.","27 Mar 2024","★★★★½",4
"Ognian_Rizov","I deducted half a star for the ropey RATM cover over the closing shot. Apart from that it's pretty much perfection 👌","22 Mar 2024","★★½",2
"Thiago","It was fun to watch.","27 Mar 2024","★★½",2
"nebneb2","This review may contain spoilers. I can handle the truth.","","★★★½",3
"Jez","Que filme ruim do caralho, cagaram em cima dos filmes anteriores, principalmente de Matrix 1, tudo que esse filme sabe fazer é soltar referências aos filmes anteriores, e como filme independente, ele é patético, além do mais, a Trinity ser ""A escolhida"" junto com o Neo, é sacanagem, pqp, ela conseguir voar e ele não, tá me zoando, o primeiro filme é literalmente a Trinity aceitando que não era a escolhida, e que o papel dela era de encontrar o escolhido, o Neo, pqp, que filme patético, ainda mais como continuação da trilogia, que é muito boa","28 Mar 2024","★★★★",4
"Brendan Faria","bring back the old school kind of fight scenes","27 Mar 2024","★★★½",3
"Diana","The Matrix Resurrection is a love it or hate it 4th and final? Entry in the franchise.I personally love it, the wow factor that popularised the series might be gone and the action scenes toned down, though what scenes we do get are still fun, especially a car chase sequence towards the climax does take a step towards that CGI spectacle of the series.But the bulk of this story isn't trying to be that, it's a meta self…","27 Mar 2024","★★★★★",5
"notmygoat","Ugh so much to LOVE about this movie. Yet so many stretches where I wanted a bit more. As always everything in the actual Matrix was incredible and I wish the story had more time in it. New characters were cool for the most part, some much more than others. The classic Matrix stylistically we’re there fighting to be seen but visually the movie is insanely good. The first hour I was prepared to say this was a masterpiece but it sort of tailed off second half for me. But yeah good movie even if I’m just partial to these films and the Wachowskis.","27 Mar 2024","★★★",3
